Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
Brevin Knight,80,31.0,9.0,3.3,7.4,44.1,0.0,0.1,0.0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,1.0
Cedric Henderson,82,30.8,10.1,4.2,8.8,48.0,0.0,0.0,0.0,1.7,2.3,71.6,0.9,3.1,4.0,2.0,1.2,0.6,2.0,1.0
Cedric Henderson,82,30.8,10.1,4.2,8.8,48.0,0.0,0.0,0.0,1.7,2.3,71.6,0.9,3.1,4.0,2.0,1.2,0.6,2.0,0.0
Bobby Jackson,68,30.0,11.6,4.6,11.6,39.2,0.3,1.2,25.9,2.2,2.7,81.4,1.1,3.3,4.4,4.7,1.5,0.2,2.7,1.0
Zach LaVine,77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,0.7,0.1,2.5,0.0
Anthony Johnson,77,29.4,7.5,2.9,7.9,37.1,0.5,1.7,32.8,1.0,1.4,72.7,0.7,1.6,2.2,4.3,0.8,0.1,1.6,1.0
Derek Anderson,66,27.9,11.7,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2.0,2.8,3.4,1.3,0.2,1.9,1.0
Chauncey Billups,80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85.0,0.8,1.6,2.4,3.9,1.3,0.1,2.2,1.0
Antonio Daniels,74,26.4,7.8,3.1,7.4,41.6,0.1,0.7,21.2,1.5,2.3,65.9,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.0
Eric Washington,66,23.3,7.7,3.0,7.5,40.4,0.7,2.1,32.1,1.0,1.3,78.3,0.7,1.2,1.9,1.2,0.8,0.4,1.1,0.0
Tony Battie,65,23.2,8.4,3.6,8.1,44.6,0.0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,1.0
Tim Thomas,77,23.1,11.0,4.0,8.9,44.7,0.8,2.2,36.3,2.2,3.0,74.0,1.4,2.4,3.7,1.2,0.7,0.2,1.5,1.0
Danny Fortson,80,22.6,10.2,3.5,7.6,45.2,0.0,0.0,33.3,3.3,4.2,77.6,2.3,3.3,5.6,1.0,0.6,0.4,2.0,1.0
Maurice Taylor,71,21.3,11.5,4.5,9.5,47.6,0.0,0.0,0.0,2.4,3.4,70.9,1.7,2.5,4.2,0.7,0.5,0.6,1.5,1.0
Lawrence Funderburke,52,21.0,9.5,3.7,7.5,49.0,0.0,0.1,14.3,2.1,3.1,67.9,1.5,3.0,4.5,1.2,0.4,0.3,1.2,1.0
Alvin Williams,54,19.8,6.0,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1.5,1.9,0.7,0.1,1.1,1.0
Rodrick Rhodes,58,18.4,5.8,1.9,5.3,36.7,0.0,0.1,25.0,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,0.0
Tracy McGrady,64,18.4,7.0,2.8,6.2,45.0,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1.0,1.0
Rick Brunson,38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,1.0
Jerald Honeycutt,38,13.9,6.4,2.4,5.8,40.7,0.8,2.0,37.7,0.9,1.5,62.1,0.7,1.7,2.4,0.9,0.5,0.2,1.3,0.0
Kelvin Cato,74,13.6,3.8,1.3,3.1,42.8,0.0,0.0,0.0,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,1.0
Domantas Sabonis,34,21.1,6.4,2.6,6.0,43.9,1.0,2.4,39.8,0.1,0.2,57.1,0.5,3.1,3.6,1.3,0.6,0.5,1.1,0.0
Adreian Payne,32,23.1,6.7,2.8,6.9,41.4,0.0,0.3,11.1,0.9,1.4,65.2,1.5,3.6,5.1,0.9,0.6,0.3,1.4,0.0
Keith Closs,58,12.8,4.0,1.6,3.6,44.9,0.0,0.0,0.0,0.8,1.3,59.7,1.1,1.8,2.9,0.3,0.2,1.4,0.7,0.0
Kevin Ollie,35,12.3,3.5,1.1,2.8,37.8,0.0,0.0,0.0,1.4,2.0,70.0,0.3,0.9,1.1,1.9,0.4,0.0,1.3,1.0
Bubba Wells,39,10.1,3.3,1.2,3.0,41.4,0.0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,0.0
John Thomas,54,9.9,2.8,1.0,2.1,48.7,0.0,0.0,0.0,0.8,1.0,75.9,0.9,1.1,2.0,0.3,0.4,0.2,0.8,1.0
Travis Williams,39,9.4,3.5,1.4,3.1,47.1,0.0,0.0,0.0,0.6,1.2,52.2,1.4,1.0,2.4,0.5,0.5,0.1,0.8,0.0
Jacque Vaughn,45,9.3,3.1,1.0,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,0.8,1.9,0.2,0.0,1.2,1.0
Chris Garner,38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,0.0
Chris Crawford,40,6.4,3.8,1.2,2.8,41.8,0.0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1.0,0.2,0.3,0.2,0.5,1.0
Anthony Parker,37,5.3,1.9,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65.0,0.2,0.5,0.7,0.5,0.3,0.1,0.3,1.0
Allen Iverson*,76,40.1,23.5,8.2,19.8,41.6,2.0,6.0,34.1,5.0,7.2,70.2,1.5,2.6,4.1,7.5,2.1,0.3,4.4,1.0
Kerry Kittles,82,36.7,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3.0,1.9,0.4,1.6,1.0
Antoine Walker,82,36.2,17.5,7.0,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9.0,3.2,1.3,0.7,2.8,1.0
Shareef Abdur-Rahim,80,35.0,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,1.0,1.0,2.8,1.0
Stephon Marbury,67,34.7,15.8,5.3,13.0,40.8,1.5,4.3,35.4,3.7,5.0,72.7,0.8,1.9,2.7,7.8,1.0,0.3,3.1,1.0
Ray Allen,82,30.9,13.4,4.8,11.1,43.0,1.4,3.6,39.3,2.5,3.0,82.3,1.2,2.8,4.0,2.6,0.9,0.1,1.8,1.0
Marcus Camby,63,30.1,14.8,6.0,12.3,48.2,0.0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,1.1,2.1,2.1,1.0
Matt Maloney,82,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2.0,3.7,1.0,0.0,1.5,1.0
Lorenzen Wright,77,25.1,7.3,3.1,6.4,48.1,0.0,0.1,25.0,1.1,1.9,58.7,2.7,3.4,6.1,0.6,0.6,0.8,1.0,1.0
K.J. McDaniels,62,21.8,7.9,2.8,7.0,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1.0,2.2,3.2,1.2,0.7,1.1,1.7,0.0
Dean Garrett,68,24.5,8.0,3.3,5.7,57.3,0.0,0.0,0.0,1.4,2.0,69.6,2.2,5.1,7.3,0.6,0.6,1.4,0.5,1.0
Chris Robinson,41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,0.0
Shandon Anderson,65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1.0,1.5,68.7,0.8,2.0,2.8,0.8,0.4,0.1,1.1,1.0
Travis Knight,71,16.3,4.8,2.0,3.9,50.9,0.0,0.0,0.0,0.9,1.4,62.0,1.8,2.7,4.5,0.5,0.4,0.8,0.7,1.0
Kobe Bryant,71,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1.0
Randy Livingston,64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1.0,64.6,0.5,1.0,1.5,2.4,0.6,0.2,1.6,1.0
Othella Harrington,57,15.1,4.8,2.0,3.6,54.9,0.0,0.1,0.0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1.0,1.0
Erick Dampier,72,14.6,5.1,1.8,4.7,39.0,0.0,0.0,100.0,1.5,2.3,63.7,1.3,2.8,4.1,0.6,0.3,1.0,1.2,1.0
Rodney Hood,50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.6,0.2,0.9,0.0
Tony Delk,61,14.2,5.4,2.0,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,0.6,0.1,1.1,1.0
Samaki Walker,43,14.0,5.0,1.9,4.3,44.4,0.0,0.0,0.0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.3,0.5,0.9,1.0
Todd Fuller,75,12.7,4.1,1.5,3.5,42.9,0.0,0.0,0.0,1.0,1.5,69.1,1.4,1.9,3.3,0.3,0.1,0.3,0.7,1.0
John Wallace,68,11.6,4.8,1.8,3.5,51.7,0.0,0.1,50.0,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,1.0
Derek Fisher,80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1.0,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,1.0
Ray Owes,57,10.4,3.1,1.3,3.2,41.7,0.0,0.1,20.0,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.3,0.3,0.4,0.0
Jermaine O'Neal,45,10.2,4.1,1.5,3.4,45.1,0.0,0.0,0.0,1.0,1.7,60.3,0.9,1.9,2.8,0.2,0.0,0.6,0.6,1.0
Malik Rose,54,9.7,3.0,1.1,2.4,47.7,0.0,0.0,0.0,0.7,1.1,61.3,1.3,1.7,3.0,0.6,0.5,0.3,0.8,1.0
Brett Szabo,70,9.5,2.2,0.8,1.7,44.6,0.0,0.0,0.0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,0.0
Jerami Grant,65,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3.0,59.1,0.8,2.3,3.0,1.2,0.6,1.1,1.3,0.0
Darvin Ham,36,8.8,2.3,0.9,1.7,53.2,0.0,0.0,0.0,0.5,1.0,48.6,0.8,0.8,1.6,0.4,0.3,0.2,0.6,1.0
Steve Hamer,35,7.7,2.2,0.9,1.6,52.6,0.0,0.1,0.0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,0.0
Walter McCarty,35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,1.0
Priest Lauderdale,35,5.1,3.2,1.4,2.5,55.1,0.0,0.0,0.0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0.0,0.3,1.1,0.0
Damon Stoudamire,70,40.9,19.0,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4.0,9.3,1.4,0.3,3.8,1.0
Michael Finley,82,39.2,15.0,5.7,11.9,47.6,0.7,2.3,32.8,3.0,3.9,74.9,1.7,2.9,4.6,3.5,1.0,0.4,1.6,1.0
Jerry Stackhouse,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,1.0
Joe Smith,82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1.0,1.0,1.6,1.7,1.0
Bryant Reeves,77,31.9,13.3,5.2,11.4,45.7,0.0,0.0,0.0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2.0,1.0
Tyus Edney,80,31.0,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,2.5,6.1,1.1,0.0,2.4,0.0
Antonio McDyess,76,30.0,13.4,5.6,11.6,48.5,0.0,0.1,0.0,2.2,3.2,68.3,3.0,4.5,7.5,1.0,0.7,1.5,2.0,1.0
Kevin Garnett,80,28.7,10.4,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,2.2,4.1,6.3,1.8,1.1,1.6,1.4,1.0
Rasheed Wallace,65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65.0,1.4,3.2,4.7,1.3,0.7,0.8,1.6,1.0
Brent Barry,79,24.0,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81.0,0.5,1.6,2.1,2.9,1.2,0.3,1.5,1.0
Eric Williams,64,23.0,10.7,3.8,8.5,44.1,0.0,0.2,30.0,3.1,4.7,67.1,1.4,2.0,3.4,1.1,0.9,0.2,1.4,1.0
Kurt Thomas,74,22.4,9.0,3.7,7.4,50.1,0.0,0.0,0.0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,1.0
Ashraf Amaya,54,20.4,6.3,2.2,4.7,48.0,0.0,0.0,0.0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,0.0
Alan Henderson,79,17.9,6.4,2.4,5.5,44.2,0.0,0.0,0.0,1.5,2.5,59.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,1.0
Gary Trent,69,17.7,7.5,3.2,6.2,51.3,0.0,0.1,0.0,1.1,2.0,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,1.0
Loren Meyer,72,17.6,5.0,2.0,4.6,43.9,0.0,0.2,27.3,1.0,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,0.0
Theo Ratliff,75,17.4,4.5,1.7,3.1,55.7,0.0,0.0,0.0,1.1,1.6,70.8,1.5,2.5,4.0,0.2,0.2,1.6,0.8,1.0
Anthony Goldwire,42,14.8,5.5,1.8,4.5,40.2,0.8,2.0,39.8,1.1,1.4,76.7,0.2,0.8,1.0,2.7,0.4,0.0,1.5,1.0
Bob Sura,79,14.6,5.3,1.9,4.6,41.1,0.3,1.0,34.6,1.3,1.8,70.2,0.4,1.3,1.7,2.9,0.7,0.3,1.5,1.0
Don Reid,69,14.4,3.8,1.5,2.7,56.7,0.0,0.0,0.0,0.7,1.1,66.2,1.1,1.8,2.9,0.2,0.7,0.6,0.6,1.0
Jimmy King,62,14.0,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1.0,0.0
Shawn Respert,62,13.6,4.9,1.8,4.7,38.7,0.7,2.0,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,0.0
Shabazz Napier,51,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,0.8,0.1,1.6,0.0
Cherokee Parks,64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1.0,66.1,1.0,2.3,3.4,0.5,0.4,0.5,0.5,1.0
Lawrence Moten,44,13.0,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1.0,0.0
Greg Ostertag,57,11.6,3.6,1.5,3.2,47.3,0.0,0.0,0.0,0.6,0.9,66.7,1.0,2.1,3.1,0.1,0.1,1.1,0.4,1.0
Corliss Williamson,53,11.5,5.6,2.4,5.1,46.6,0.0,0.1,0.0,0.9,1.6,56.0,1.1,1.1,2.2,0.4,0.2,0.2,1.4,1.0
Terrence Rencher,36,11.3,2.9,0.9,2.8,33.0,0.3,0.8,31.0,0.9,1.3,67.4,0.3,1.0,1.2,1.5,0.4,0.1,1.2,0.0
Chris Carr,60,9.8,4.0,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1.0,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,1.0
Travis Best,59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32.0,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,1.0
Jason Caffey,57,9.6,3.2,1.2,2.8,43.8,0.0,0.0,0.0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,1.0
Elijah Millsap,47,19.7,5.3,1.7,5.1,34.0,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.2,0.3,1.4,0.0
Eric Snow,43,9.0,2.7,1.0,2.3,42.0,0.0,0.2,20.0,0.7,1.1,59.2,0.2,0.8,1.0,1.7,0.7,0.0,0.9,1.0
Jerome Allen,41,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,0.0
Junior Burrough,61,8.1,3.1,1.0,2.8,37.6,0.0,0.0,0.0,1.0,1.5,65.6,0.7,1.0,1.8,0.2,0.3,0.2,0.7,0.0
Lou Roe,49,7.6,1.8,0.7,1.8,35.6,0.0,0.2,22.2,0.5,0.7,75.0,0.6,1.0,1.6,0.3,0.2,0.2,0.3,0.0
Marques Bragg,53,7.0,2.5,1.0,2.3,45.0,0.0,0.0,0.0,0.4,0.8,56.1,0.7,0.8,1.5,0.2,0.3,0.1,0.5,0.0
Todd Mundt,33,4.6,1.1,0.5,1.2,39.0,0.0,0.0,0.0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,0.0
Grant Hill,70,38.3,19.9,7.3,15.2,47.7,0.1,0.4,14.8,5.3,7.3,73.2,1.8,4.6,6.4,5.0,1.8,0.9,2.9,1.0
Glenn Robinson,80,37.0,21.9,8.0,17.6,45.1,1.1,3.4,32.1,5.0,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,0.0
Glenn Robinson,80,37.0,21.9,8.0,17.6,45.1,1.1,3.4,32.1,5.0,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,1.0
Juwan Howard,65,36.1,17.0,7.0,14.3,48.9,0.0,0.1,0.0,3.0,4.5,66.4,2.8,5.6,8.4,2.5,0.8,0.2,2.5,1.0
Tarik Black,63,19.0,6.0,2.5,4.3,57.5,0.0,0.0,0.0,1.0,1.9,55.1,2.3,3.6,5.8,0.7,0.3,0.4,0.8,0.0
Jason Kidd,79,33.8,11.7,4.2,10.8,38.5,0.9,3.3,27.2,2.4,3.5,69.8,1.9,3.5,5.4,7.7,1.9,0.3,3.2,1.0
Lamond Murray,81,31.6,14.1,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,4.4,1.6,0.9,0.7,2.0,1.0
Eddie Jones,64,31.0,14.0,5.3,11.6,46.0,1.4,3.8,37.0,1.9,2.6,72.2,1.2,2.7,3.9,2.0,2.0,0.6,1.2,1.0
Eric Montross,78,29.7,10.0,3.9,7.4,53.4,0.0,0.0,0.0,2.1,3.4,63.5,2.5,4.7,7.3,0.5,0.4,0.8,1.4,1.0
Donyell Marshall,72,29.0,12.6,4.8,12.2,39.4,1.0,3.4,28.4,2.0,3.1,66.2,1.9,3.7,5.6,1.5,0.6,1.2,1.6,1.0
Brian Grant,80,28.6,13.2,5.2,10.1,51.1,0.0,0.1,25.0,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2.0,1.0
Sharone Wright,79,25.9,11.4,4.6,9.8,46.5,0.0,0.1,0.0,2.3,3.6,64.5,2.4,3.6,6.0,0.6,0.5,1.3,1.9,0.0
Wesley Person,78,23.1,10.4,4.0,8.2,48.4,1.5,3.4,43.6,1.0,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1.0,1.0
Clifford Rozier,66,22.6,6.8,2.9,5.9,48.5,0.0,0.1,28.6,1.0,2.3,44.7,3.0,4.3,7.4,0.7,0.5,0.6,1.4,0.0
Jalen Rose,81,22.2,8.2,2.8,6.2,45.4,0.4,1.4,31.6,2.1,2.9,73.9,0.7,2.0,2.7,4.8,0.8,0.3,2.0,1.0
Tyler Johnson,32,18.8,5.9,2.2,5.2,41.9,0.6,1.5,37.5,1.0,1.5,68.1,0.4,2.1,2.5,1.3,1.0,0.3,0.9,0.0
Khalid Reeves,67,21.8,9.2,3.1,6.9,44.3,1.0,2.6,39.2,2.1,2.9,71.4,0.8,2.0,2.8,4.3,1.1,0.1,2.0,1.0
Chris Childs,53,19.3,5.8,2.0,5.3,38.0,0.8,2.4,32.8,1.0,1.4,75.3,0.3,1.0,1.3,4.1,0.8,0.1,1.4,1.0
Aaron McKie,45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2.0,0.8,0.4,0.9,1.0
Ryan Lorthridge,37,18.2,7.4,2.9,6.0,47.5,0.1,0.4,21.4,1.5,2.4,64.8,0.6,1.3,1.9,2.7,0.8,0.0,1.5,0.0
Derrick Alston,64,16.1,4.7,1.9,4.0,46.5,0.0,0.1,0.0,0.9,1.9,49.2,1.5,1.9,3.4,0.5,0.6,0.6,0.8,0.0
Anthony Tucker,62,15.8,3.9,1.5,3.4,45.7,0.0,0.0,0.0,0.8,1.3,61.4,0.7,2.0,2.7,1.1,0.7,0.2,0.9,0.0
Greg Minor,63,15.0,6.0,2.5,4.8,51.5,0.0,0.2,16.7,1.0,1.2,83.3,0.8,1.4,2.2,1.0,0.5,0.3,0.7,1.0
Eric Piatkowski,81,14.9,7.0,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1.6,1.0,0.5,0.2,0.8,1.0
B.J. Tyler,55,14.7,3.5,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70.0,0.2,0.9,1.1,3.2,0.7,0.0,1.8,0.0
Eric Mobley,46,12.8,3.9,1.7,2.9,59.1,0.0,0.0,100.0,0.5,1.0,48.9,1.2,2.1,3.3,0.5,0.2,0.6,0.5,0.0
Monty Williams,41,12.3,3.3,1.5,3.2,45.1,0.0,0.2,0.0,0.4,0.9,44.7,1.0,1.4,2.4,1.2,0.5,0.1,1.0,1.0
Anthony Miller,46,11.5,4.1,1.5,2.9,53.0,0.0,0.1,40.0,1.0,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,1.0
Howard Eisley,49,11.3,2.4,0.8,2.5,32.8,0.2,0.8,24.3,0.6,0.8,77.5,0.2,0.7,1.0,1.9,0.4,0.1,1.0,1.0
Bill Curley,53,11.2,2.7,1.1,2.5,43.3,0.0,0.0,0.0,0.5,0.7,75.0,1.0,1.3,2.3,0.5,0.4,0.4,0.5,1.0
Jamie Watson,60,11.2,3.3,1.3,2.5,50.0,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1.0,1.2,1.0,0.6,0.2,0.8,0.0
Tony Dumas,58,10.6,4.6,1.7,4.3,38.4,0.4,1.3,30.1,0.9,1.3,64.9,0.6,0.5,1.1,1.0,0.2,0.1,0.9,0.0
Dickey Simpkins,59,9.9,3.5,1.3,3.1,42.4,0.0,0.0,0.0,0.8,1.2,69.4,1.0,1.5,2.6,0.6,0.2,0.1,0.8,1.0
Jim McIlvaine,55,9.7,1.7,0.6,1.3,47.9,0.0,0.0,0.0,0.5,0.7,68.3,0.7,1.2,1.9,0.2,0.2,1.1,0.3,1.0
Dwayne Morton,41,9.6,4.1,1.2,3.1,38.8,0.2,0.6,36.0,1.4,2.1,68.2,0.5,0.9,1.4,0.4,0.3,0.4,0.7,0.0
Darrin Hancock,46,9.2,3.3,1.5,2.6,56.2,0.0,0.1,33.3,0.3,0.8,41.0,0.3,0.8,1.2,0.7,0.4,0.1,0.7,0.0
Tim Breaux,42,8.1,3.0,1.1,2.9,37.2,0.1,0.6,24.0,0.8,1.2,65.3,0.4,0.4,0.8,0.4,0.3,0.1,0.4,0.0
Trevor Ruffin,49,6.5,4.8,1.7,4.0,42.6,0.8,2.0,38.4,0.6,0.8,71.1,0.2,0.3,0.5,1.0,0.3,0.0,1.0,0.0
Brooks Thompson,38,6.5,3.1,1.2,3.0,39.5,0.5,1.5,31.0,0.2,0.3,66.7,0.2,0.4,0.6,1.1,0.3,0.1,0.7,0.0
Anfernee Hardaway,82,36.8,16.0,6.2,13.3,46.6,0.6,2.3,26.7,3.0,4.0,74.2,2.3,3.0,5.4,6.6,2.3,0.6,3.6,1.0
Jamal Mashburn,79,36.7,19.2,7.1,17.5,40.6,1.1,3.8,28.4,3.9,5.5,69.9,1.4,3.1,4.5,3.4,1.1,0.2,3.1,1.0
Nick Van Exel,81,33.3,13.6,5.1,13.0,39.4,1.5,4.5,33.8,1.9,2.4,78.1,0.6,2.4,2.9,5.8,1.1,0.1,1.8,1.0
Chris Webber,76,32.1,17.5,7.5,13.6,55.2,0.0,0.2,0.0,2.5,4.7,53.2,4.0,5.1,9.1,3.6,1.2,2.2,2.7,1.0
Aaron Gordon,47,17.0,5.2,2.0,4.4,44.7,0.3,1.0,27.1,0.9,1.3,72.1,1.0,2.6,3.6,0.7,0.5,0.5,0.8,0.0
Vin Baker,82,31.2,13.5,5.3,10.6,50.1,0.0,0.1,20.0,2.9,5.0,56.9,3.4,4.2,7.6,2.0,0.7,1.4,2.0,1.0
Isaiah Rider,79,30.6,16.6,6.6,14.1,46.8,0.7,1.9,36.0,2.7,3.4,81.1,1.5,2.5,4.0,2.6,0.7,0.3,2.8,1.0
Lindsey Hunter,82,26.5,10.3,4.1,10.9,37.5,0.8,2.5,33.3,1.3,1.7,73.2,0.6,1.7,2.3,4.8,1.5,0.1,2.2,1.0
Chris Mills,79,25.6,9.4,3.6,8.6,41.9,0.5,1.5,31.1,1.7,2.2,77.8,1.7,3.4,5.1,1.6,0.7,0.6,1.1,1.0
George Lynch,71,24.8,9.6,4.1,8.1,50.8,0.0,0.1,0.0,1.4,2.3,59.6,3.1,2.7,5.8,1.4,1.4,0.4,1.2,1.0
P.J. Brown,79,24.7,5.7,2.1,5.1,41.5,0.0,0.1,16.7,1.5,1.9,75.7,2.4,3.9,6.2,1.2,0.9,1.2,0.9,1.0
Calbert Cheaney,65,24.7,12.0,5.0,10.7,47.0,0.0,0.4,4.3,1.9,2.5,77.0,1.4,1.6,2.9,1.9,1.0,0.1,1.7,1.0
Bo Outlaw,37,23.5,6.9,2.6,4.5,58.7,0.0,0.1,0.0,1.6,2.8,59.2,2.2,3.5,5.7,1.0,1.0,1.0,0.8,1.0
Popeye Jones,81,21.9,5.8,2.4,5.0,47.9,0.0,0.0,0.0,1.0,1.3,72.9,3.7,3.8,7.5,1.2,0.8,0.4,1.2,1.0
Antonio Davis,81,21.4,7.7,2.7,5.2,50.8,0.0,0.0,0.0,2.4,3.7,64.2,2.3,3.9,6.2,0.7,0.6,1.0,1.3,1.0
Allan Houston,79,19.2,8.5,3.4,8.5,40.5,0.4,1.5,29.9,1.1,1.4,82.4,0.2,1.3,1.5,1.3,0.4,0.2,1.3,1.0
Harold Ellis,49,18.8,8.7,3.2,6.0,54.5,0.0,0.1,0.0,2.2,3.0,71.1,1.9,1.2,3.1,0.6,1.5,0.0,0.9,0.0
Rodney Rogers,79,17.8,8.1,3.0,6.9,43.9,0.4,1.2,38.0,1.6,2.4,67.2,1.1,1.7,2.9,1.3,0.8,0.6,1.7,1.0
Mitchell Butler,75,17.6,6.9,2.8,5.6,49.5,0.0,0.1,0.0,1.4,2.4,57.8,1.4,1.6,3.0,1.0,0.7,0.3,1.2,1.0
