,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
18909,Honda Civic,Honda,Civic,2,1923,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2200000
18910,Volkswagen Polo,Volkswagen,Polo,5,24000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,700000
18911,Honda City,Honda,City,7,60568,Dealer,Petrol,Manual,17.4,1497,117.6,5,650000
18912,Maruti Wagon R,Maruti,Wagon R,5,29000,Individual,Petrol,Automatic,20.51,998,67,5,365000
18913,Tata Nexon,Tata,Nexon,3,23962,Dealer,Petrol,Automatic,17,1198,108.5,5,875000
18918,Maruti Ciaz,Maruti,Ciaz,3,27000,Dealer,Diesel,Manual,28.09,1248,88.5,5,965000
18919,Maruti Baleno,Maruti,Baleno,4,55000,Dealer,Diesel,Manual,27.39,1248,74,5,675000
18920,Maruti Vitara,Maruti,Vitara,3,28900,Dealer,Diesel,Automatic,24.3,1248,88.5,5,895000
18921,Skoda Rapid,Skoda,Rapid,7,72000,Dealer,Diesel,Manual,20.5,1598,103.5,5,485000
18923,Maruti Celerio,Maruti,Celerio,6,15000,Dealer,Petrol,Manual,23.1,998,67.04,5,475000
18928,Renault Duster,Renault,Duster,6,66000,Dealer,Diesel,Manual,20.46,1461,83.8,5,625000
18929,Maruti Swift,Maruti,Swift,13,73000,Dealer,Diesel,Manual,17.8,1248,75,5,250000
18930,Honda City,Honda,City,5,49590,Dealer,Petrol,Manual,17.8,1497,117.3,5,725000
18933,Mahindra Scorpio,Mahindra,Scorpio,15,122524,Dealer,Diesel,Manual,12.05,2179,120,8,265000
18934,Skoda Rapid,Skoda,Rapid,9,100000,Individual,Petrol,Manual,15,1598,103.6,5,300000
18935,Hyundai i20,Hyundai,i20,6,50000,Individual,Diesel,Manual,22.54,1396,88.73,5,680000
18936,Honda Civic,Honda,Civic,12,66000,Dealer,Petrol,Manual,13.5,1799,130,5,275000
18937,Hyundai i10,Hyundai,i10,11,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,180000
18938,Maruti Swift Dzire,Maruti,Swift Dzire,6,20000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000
18939,Volkswagen Polo,Volkswagen,Polo,4,28000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,860000
18940,Hyundai Verna,Hyundai,Verna,10,47000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,450000
18941,Maruti Celerio,Maruti,Celerio,2,50000,Individual,CNG,Manual,31.79,998,58.33,5,390000
18942,Maruti Celerio,Maruti,Celerio,6,50000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000
18944,Audi A4,Audi,A4,4,28049,Dealer,Diesel,Automatic,18.25,1968,187.74,5,3100000
18945,Ford Figo,Ford,Figo,3,43266,Dealer,Petrol,Manual,18.16,1196,86.8,5,620000
18946,Maruti Baleno,Maruti,Baleno,4,27232,Dealer,Petrol,Manual,21.1,998,100.5,5,695000
18947,Maruti Vitara,Maruti,Vitara,3,51000,Dealer,Diesel,Manual,24.3,1248,88.5,5,799000
18948,Hyundai i20,Hyundai,i20,7,100000,Individual,Petrol,Manual,18.6,1197,81.83,5,515000
18949,Hyundai Creta,Hyundai,Creta,4,7900,Dealer,Petrol,Manual,15.29,1591,121.3,5,1175000
18950,Hyundai Verna,Hyundai,Verna,5,78000,Dealer,Diesel,Manual,23.9,1582,126.2,5,751000
18951,Maruti Alto,Maruti,Alto,7,60000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
18952,Audi A4,Audi,A4,9,40000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1265000
18953,Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Individual,Diesel,Manual,26.59,1248,74,5,550000
18954,Maruti Alto,Maruti,Alto,11,70000,Dealer,Petrol,Manual,19.7,796,46.3,5,245000
18955,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,9,63000,Dealer,Petrol,Automatic,13,2987,210,5,1999000
18956,Maruti Ciaz,Maruti,Ciaz,4,21000,Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
18957,Hyundai i20,Hyundai,i20,3,28061,Dealer,Petrol,Automatic,15,1396,100,5,825000
18958,Hyundai i20,Hyundai,i20,6,58000,Dealer,Diesel,Manual,22.54,1396,88.73,5,490000
18959,Ford Ecosport,Ford,Ecosport,7,61000,Dealer,Petrol,Manual,15.8,1499,110,5,530000
18960,Maruti Vitara,Maruti,Vitara,4,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,850000
18961,Maruti Alto,Maruti,Alto,6,70000,Individual,Petrol,Manual,23.95,998,67.1,5,300000
18963,Maruti Swift Dzire,Maruti,Swift Dzire,4,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,700000
18964,Maruti Celerio,Maruti,Celerio,6,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000
18965,BMW 7,BMW,7,7,48000,Dealer,Diesel,Automatic,16.46,2993,258,5,3350000
18966,Toyota Fortuner,Toyota,Fortuner,10,140000,Dealer,Diesel,Manual,11.5,2982,171,7,925000
18967,Datsun GO,Datsun,GO,6,56000,Dealer,Petrol,Manual,19.44,1198,67,7,395000
18968,Ford Ecosport,Ford,Ecosport,5,20000,Individual,Petrol,Manual,15.85,1499,110.4,5,620000
18969,Hyundai i20,Hyundai,i20,9,80000,Dealer,Petrol,Manual,17,1197,80,5,350000
18970,Maruti Alto,Maruti,Alto,7,30000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
18972,Hyundai i20,Hyundai,i20,3,12000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,890000
18973,Volkswagen Vento,Volkswagen,Vento,4,23000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,840000
18974,Maruti Alto,Maruti,Alto,11,80000,Dealer,Petrol,Manual,20.92,998,67.1,5,160000
18975,Toyota Innova,Toyota,Innova,3,80000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2225000
18976,Maruti Wagon R,Maruti,Wagon R,4,66807,Dealer,CNG,Manual,26.2,998,58.2,5,410000
18978,Datsun RediGO,Datsun,RediGO,5,64968,Dealer,Petrol,Manual,22.7,799,53.64,5,250000
18979,BMW 7,BMW,7,8,63000,Dealer,Diesel,Automatic,14.49,2993,258,5,2250000
18981,Ford Figo,Ford,Figo,7,63000,Dealer,Diesel,Manual,20,1399,68.05,5,450000
18982,Mahindra Scorpio,Mahindra,Scorpio,7,155000,Individual,Diesel,Manual,12.05,2179,120,8,590000
18983,Hyundai i20,Hyundai,i20,2,14000,Dealer,Petrol,Manual,18.6,1197,81.83,5,880000
18984,Volkswagen Vento,Volkswagen,Vento,10,42722,Dealer,Diesel,Manual,20.54,1598,103.6,5,525000
18985,Audi A6,Audi,A6,8,68800,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1775000
18986,Maruti Baleno,Maruti,Baleno,3,13422,Dealer,Petrol,Automatic,21.4,1197,83.1,5,793000
18987,Maruti Ertiga,Maruti,Ertiga,7,70000,Individual,Diesel,Manual,20.77,1248,88.76,7,500000
18988,Maruti Ciaz,Maruti,Ciaz,2,11564,Dealer,Petrol,Manual,20.73,1373,91.1,5,895000
18989,Honda Amaze,Honda,Amaze,5,56964,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
18990,Mahindra Scorpio,Mahindra,Scorpio,3,57000,Dealer,Diesel,Manual,15.4,1997,120,7,1035000
18991,Maruti Swift,Maruti,Swift,6,54000,Dealer,Diesel,Manual,28.4,1248,74,5,585000
18992,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,60000,Individual,Petrol,Automatic,11.74,1796,186,5,1060000
18993,Audi A6,Audi,A6,7,73000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1750000
18994,Hyundai i20,Hyundai,i20,11,67000,Dealer,Petrol,Manual,20.35,1197,81.86,5,395000
18996,Hyundai Verna,Hyundai,Verna,9,72000,Dealer,Diesel,Manual,22.32,1582,126.32,5,350000
18999,Tata Safari,Tata,Safari,8,90000,Dealer,Diesel,Manual,14,2179,138.1,7,490000
19000,Maruti Wagon R,Maruti,Wagon R,10,70000,Individual,Petrol,Manual,18.9,998,67.1,5,185000
19001,Honda City,Honda,City,5,50000,Individual,Petrol,Manual,17.8,1497,117.3,5,600000
19002,Maruti Wagon R,Maruti,Wagon R,11,80000,Individual,Petrol,Manual,18.9,998,67.1,5,163000
19003,Maruti Ignis,Maruti,Ignis,4,32000,Dealer,Diesel,Manual,26.8,1248,74,5,545000
19005,Hyundai Verna,Hyundai,Verna,9,70000,Individual,Diesel,Manual,23.5,1396,88.7,5,475000
19006,Ford Ecosport,Ford,Ecosport,6,57000,Dealer,Diesel,Manual,22.7,1498,89.84,5,735000
19008,Hyundai i20,Hyundai,i20,6,52000,Dealer,Diesel,Manual,21.19,1396,88.73,5,600000
19010,Hyundai Verna,Hyundai,Verna,9,60795,Dealer,Diesel,Manual,22.32,1582,126.3,5,635000
19011,Maruti Celerio,Maruti,Celerio,2,23400,Dealer,Petrol,Manual,21.63,998,67.05,5,515000
19012,Maruti Alto,Maruti,Alto,3,35112,Dealer,Petrol,Manual,24.7,796,47.3,5,359000
19014,Mahindra KUV,Mahindra,KUV,4,17000,Dealer,Petrol,Manual,18.15,1198,82,6,729000
19015,Skoda Superb,Skoda,Superb,7,36803,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1125000
19016,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,66000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1475000
19017,Maruti Alto,Maruti,Alto,8,90000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
19018,Hyundai Grand,Hyundai,Grand,7,73000,Dealer,Diesel,Manual,24,1120,70,5,335000
19019,BMW 3,BMW,3,10,32000,Dealer,Diesel,Automatic,22.69,1995,190,5,880000
19021,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,57000,Dealer,Diesel,Automatic,13,2143,201.1,5,2850000
19022,Maruti Eeco,Maruti,Eeco,3,20000,Individual,Petrol,Manual,15.37,1196,73,5,350000
19023,Honda City,Honda,City,12,120000,Individual,Petrol,Manual,17,1497,118,5,350000
19024,Maruti Celerio,Maruti,Celerio,4,31000,Dealer,Petrol,Manual,21.63,998,67.04,5,499000
19025,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,65000,Dealer,Petrol,Automatic,11.7,1796,178,5,1225000
19026,Ford Figo,Ford,Figo,9,40000,Dealer,Diesel,Manual,20,1399,68,5,395000
19028,Maruti Eeco,Maruti,Eeco,3,36000,Dealer,CNG,Manual,15.1,1196,73,5,435000
19029,Volkswagen Polo,Volkswagen,Polo,8,54000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,525000
19030,Maruti Wagon R,Maruti,Wagon R,16,50000,Individual,Petrol,Manual,18.9,998,67.1,5,75000
19031,Renault KWID,Renault,KWID,5,23500,Dealer,Petrol,Manual,25.17,799,53.3,5,375000
19032,Maruti Alto,Maruti,Alto,11,40000,Dealer,Petrol,Manual,19.7,796,46.3,5,265000
19033,Maruti Ignis,Maruti,Ignis,3,15833,Dealer,Petrol,Automatic,20.89,1197,81.8,5,625000
19034,Maruti Swift,Maruti,Swift,3,43071,Dealer,Diesel,Manual,28.4,1248,74,5,750000
19035,Maruti Ertiga,Maruti,Ertiga,6,150000,Individual,Diesel,Manual,20.77,1248,88.76,7,530000
19036,Volkswagen Vento,Volkswagen,Vento,5,39428,Dealer,Petrol,Automatic,16.93,1197,103.2,5,651000
19037,Volkswagen Vento,Volkswagen,Vento,8,44000,Dealer,Petrol,Manual,15.04,1598,103.6,5,395000
19038,Honda Jazz,Honda,Jazz,5,40000,Individual,Petrol,Automatic,19,1199,88.7,5,650000
19039,Maruti Alto,Maruti,Alto,5,78950,Dealer,CNG,Manual,30.46,796,47.3,5,299000
19040,Renault KWID,Renault,KWID,6,30000,Individual,Petrol,Manual,25.17,799,53.3,5,315000
19042,Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1250000
19043,Honda Civic,Honda,Civic,15,100000,Individual,Petrol,Manual,13.5,1799,130,5,120000
19044,Volkswagen Vento,Volkswagen,Vento,3,26300,Dealer,Diesel,Manual,22.27,1498,108.6,5,1100000
19045,Maruti Swift,Maruti,Swift,8,63000,Individual,Petrol,Manual,18.6,1197,85.8,5,428000
19046,Ford Ecosport,Ford,Ecosport,6,53000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,625000
19047,Honda City,Honda,City,7,45000,Dealer,Petrol,Manual,17.8,1497,117.3,5,690000
19048,Hyundai Verna,Hyundai,Verna,9,70000,Individual,Diesel,Manual,22.32,1582,126.32,5,600000
19049,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,35000,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1795000
19050,Maruti Celerio,Maruti,Celerio,3,13000,Individual,Petrol,Manual,23.1,998,67.04,5,415000
19051,Hyundai i20,Hyundai,i20,10,42000,Dealer,Petrol,Automatic,15,1396,100,5,485000
19053,Mahindra Scorpio,Mahindra,Scorpio,15,132087,Individual,Diesel,Manual,10.5,2179,120,7,396000
19055,Honda City,Honda,City,6,15500,Individual,Petrol,Manual,17.4,1497,117.3,5,830000
19056,Honda Jazz,Honda,Jazz,5,30412,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
19057,Honda Civic,Honda,Civic,12,79000,Dealer,Petrol,Manual,13.5,1799,130,5,275000
19058,Honda Jazz,Honda,Jazz,6,67000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
19059,Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,520000
19060,Audi A4,Audi,A4,9,80000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1100000
19061,Hyundai i10,Hyundai,i10,13,120000,Individual,Petrol,Manual,19.81,1086,68.05,5,105000
19062,Hyundai i10,Hyundai,i10,10,66381,Dealer,Petrol,Manual,20.36,1197,78.9,5,270000
19063,Volkswagen Polo,Volkswagen,Polo,8,37000,Dealer,Petrol,Manual,16.47,1198,73.9,5,361000
19064,Maruti Ciaz,Maruti,Ciaz,3,10900,Individual,Petrol,Automatic,19.12,1373,91.1,5,920000
19067,Hyundai i20,Hyundai,i20,11,110000,Individual,Diesel,Manual,23,1396,90,5,225000
19068,Toyota Innova,Toyota,Innova,4,43458,Dealer,Diesel,Manual,12.99,2494,100,8,1670000
19071,Maruti Wagon R,Maruti,Wagon R,13,80000,Individual,Petrol,Manual,18.9,998,67.1,5,150000
19072,Toyota Innova,Toyota,Innova,3,38000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1991000
19073,Ford Figo,Ford,Figo,10,75000,Dealer,Diesel,Manual,18.5,1399,68,5,230000
19074,Hyundai Grand,Hyundai,Grand,5,35000,Individual,Petrol,Manual,18.9,1197,82,5,465000
19075,Maruti Ciaz,Maruti,Ciaz,4,26765,Dealer,Petrol,Manual,20.73,1373,91.1,5,747000
19076,Volkswagen Vento,Volkswagen,Vento,2,62000,Individual,Petrol,Manual,16.09,1598,103.2,5,780000
19077,Hyundai i20,Hyundai,i20,2,30000,Individual,Petrol,Manual,18.6,1197,81.86,5,590000
19078,Honda Amaze,Honda,Amaze,4,53000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,575000
19080,Maruti Vitara,Maruti,Vitara,2,16000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
19082,Mahindra Scorpio,Mahindra,Scorpio,11,120000,Individual,Diesel,Automatic,11.79,2179,120,8,515000
19083,Hyundai i20,Hyundai,i20,9,63872,Dealer,Petrol,Manual,18.5,1197,80,5,350000
19084,Renault Duster,Renault,Duster,8,51399,Dealer,Diesel,Manual,19.01,1461,108.45,5,749000
19085,Maruti Swift Dzire,Maruti,Swift Dzire,5,46000,Dealer,Diesel,Manual,23.4,1248,74,5,715000
19087,Maruti Alto,Maruti,Alto,3,7377,Dealer,Petrol,Automatic,23.95,998,67.1,5,399000
19089,Mahindra Scorpio,Mahindra,Scorpio,4,105679,Individual,Diesel,Manual,15.4,2523,75,7,900000
19091,BMW 3,BMW,3,5,33000,Dealer,Diesel,Automatic,21.76,1995,188,5,2550000
19092,Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,815000
19094,Maruti Swift Dzire,Maruti,Swift Dzire,5,63581,Dealer,Petrol,Manual,20.85,1197,83.14,5,570000
19095,Maruti Baleno,Maruti,Baleno,2,14000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,875000
19096,Maruti Swift,Maruti,Swift,7,12000,Dealer,Diesel,Manual,28.4,1248,74,5,595000
19098,Renault KWID,Renault,KWID,4,12500,Dealer,Petrol,Automatic,24.04,999,67,5,445000
19099,Renault KWID,Renault,KWID,3,28000,Individual,Petrol,Manual,23.01,999,67,5,420000
19102,Honda City,Honda,City,9,70000,Individual,Petrol,Manual,16.8,1497,116.3,5,625000
19103,Renault Duster,Renault,Duster,5,80000,Individual,Diesel,Manual,19.87,1461,83.8,5,935000
19104,Skoda Rapid,Skoda,Rapid,6,49000,Dealer,Diesel,Manual,21.14,1498,103.52,5,550000
19105,Tata Tiago,Tata,Tiago,5,27000,Dealer,Petrol,Manual,23.84,1199,84.48,5,385000
19106,Hyundai i20,Hyundai,i20,10,53541,Dealer,Petrol,Manual,18.5,1197,80,5,425000
19107,Hyundai i10,Hyundai,i10,9,32000,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
19109,Hyundai Verna,Hyundai,Verna,7,61950,Dealer,Diesel,Manual,22.32,1582,126.32,5,550000
19110,Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,465000
19111,Honda Amaze,Honda,Amaze,8,30000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,460000
19114,Maruti Wagon R,Maruti,Wagon R,13,108000,Individual,LPG,Manual,17.3,1061,57.5,5,175000
19115,Maruti Swift Dzire,Maruti,Swift Dzire,5,24000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000
19116,Maruti Swift Dzire,Maruti,Swift Dzire,6,57250,Dealer,Petrol,Manual,20.85,1197,83.14,5,415000
19117,Maruti Vitara,Maruti,Vitara,5,27000,Dealer,Diesel,Manual,24.3,1248,88.5,5,875000
19118,Maruti Celerio,Maruti,Celerio,3,47000,Dealer,Petrol,Automatic,21.63,998,67.05,5,525000
19119,Maruti Ertiga,Maruti,Ertiga,5,10000,Individual,Petrol,Manual,17.5,1373,91.1,7,750000
19120,Jeep Compass,Jeep,Compass,2,32280,Dealer,Diesel,Manual,17.1,1956,170.63,5,1875000
19121,Maruti Baleno,Maruti,Baleno,4,18263,Dealer,Petrol,Manual,21.4,1197,83.1,5,567000
19124,Maruti Swift,Maruti,Swift,7,130000,Individual,Diesel,Manual,25.2,1248,74,5,500000
19126,Volkswagen Polo,Volkswagen,Polo,9,67000,Dealer,Diesel,Manual,22.07,1199,73.9,5,465000
19128,Mahindra XUV500,Mahindra,XUV500,6,64000,Dealer,Diesel,Manual,16,1997,140,7,945000
19129,Honda Amaze,Honda,Amaze,3,10000,Individual,Petrol,Automatic,19,1199,88.76,5,725000
19130,Mahindra Bolero,Mahindra,Bolero,12,97000,Individual,Diesel,Manual,13.6,2523,63,7,198000
19131,Hyundai Grand,Hyundai,Grand,2,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000
19132,Ford Figo,Ford,Figo,10,69000,Dealer,Petrol,Manual,15.6,1196,70,5,235000
19133,Hyundai Verna,Hyundai,Verna,9,50000,Dealer,Diesel,Manual,22.32,1582,126.3,5,565000
19134,Maruti Swift,Maruti,Swift,5,120000,Individual,Petrol,Manual,20.4,1197,81.8,5,500000
19135,Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,265000
19136,Maruti Wagon R,Maruti,Wagon R,8,76221,Dealer,CNG,Manual,26.2,998,58.2,5,315000
19139,Mahindra Bolero,Mahindra,Bolero,7,30000,Individual,Diesel,Manual,15.96,2523,62.1,7,575000
19140,Mahindra Scorpio,Mahindra,Scorpio,10,120000,Individual,Diesel,Manual,12.05,2179,120,8,480000
19141,Ford Ecosport,Ford,Ecosport,6,40000,Dealer,Petrol,Manual,18.88,999,123.37,5,635000
19142,Hyundai i10,Hyundai,i10,9,35000,Dealer,Petrol,Automatic,19.2,1197,80,5,350000
19143,Toyota Fortuner,Toyota,Fortuner,4,34000,Dealer,Diesel,Automatic,15.04,2755,174.5,7,3200000
19145,Maruti Swift,Maruti,Swift,14,75000,Dealer,Petrol,Manual,16.1,1298,88.2,5,165000
19147,Honda Amaze,Honda,Amaze,6,59962,Dealer,Petrol,Manual,18,1198,86.7,5,389000
19149,Ford Endeavour,Ford,Endeavour,4,50000,Individual,Diesel,Automatic,10.91,3198,197,7,2750000
19150,Maruti Swift Dzire,Maruti,Swift Dzire,3,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000
19152,Hyundai Grand,Hyundai,Grand,7,34400,Dealer,Petrol,Manual,18.9,1197,82,5,495000
19153,Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
19156,Hyundai Creta,Hyundai,Creta,4,24000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1055000
19157,Tata Tiago,Tata,Tiago,4,36812,Dealer,Diesel,Manual,27.28,1047,69,5,545000
19158,Maruti Swift Dzire,Maruti,Swift Dzire,3,33000,Dealer,Petrol,Manual,22,1197,81.8,5,650000
19159,Honda Jazz,Honda,Jazz,6,64000,Individual,Petrol,Manual,18.7,1199,88.7,5,570000
19160,Volkswagen Polo,Volkswagen,Polo,5,80000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,615000
19161,Hyundai Grand,Hyundai,Grand,4,45000,Dealer,Diesel,Manual,24,1120,70,5,525000
19162,Maruti Swift,Maruti,Swift,4,54114,Dealer,Diesel,Manual,28.4,1248,74,5,596000
19163,Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,26.21,1248,88.5,5,715000
19164,Maruti Baleno,Maruti,Baleno,4,42000,Individual,Diesel,Manual,27.39,1248,74,5,700000
19167,Maruti Swift Dzire,Maruti,Swift Dzire,6,90000,Individual,Diesel,Manual,26.59,1248,74,5,650000
19169,Maruti Swift Dzire,Maruti,Swift Dzire,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000
19171,Honda Jazz,Honda,Jazz,12,87000,Dealer,Petrol,Manual,16,1198,90,5,335000
19172,Skoda Rapid,Skoda,Rapid,8,90000,Dealer,Diesel,Manual,20.5,1598,103.5,5,400000
19173,BMW 5,BMW,5,11,79000,Dealer,Diesel,Automatic,16.73,1995,218,5,1750000
19174,Maruti Vitara,Maruti,Vitara,5,47000,Individual,Diesel,Manual,24.3,1248,88.5,5,870000
19175,Toyota Innova,Toyota,Innova,6,56212,Dealer,Diesel,Manual,12.99,2494,100,7,1200000
19177,Renault Duster,Renault,Duster,8,90000,Individual,Diesel,Manual,19.01,1461,108.45,5,360000
19178,Volkswagen Vento,Volkswagen,Vento,10,68000,Dealer,Diesel,Manual,20.54,1598,103.6,5,335000
19179,Honda City,Honda,City,11,68000,Dealer,Petrol,Manual,17,1497,118,5,315000
19180,Honda Jazz,Honda,Jazz,3,30000,Individual,Petrol,Manual,18.7,1199,88.7,5,650000
19181,Toyota Innova,Toyota,Innova,8,200000,Individual,Diesel,Manual,12.99,2494,100.6,7,750000
19182,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,70000,Dealer,Diesel,Automatic,14.94,2143,204,5,2700000
19184,Honda City,Honda,City,3,10000,Individual,Petrol,Automatic,18,1497,117.6,5,1150000
19185,Maruti Alto,Maruti,Alto,3,15000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
19186,Ford Figo,Ford,Figo,10,56000,Dealer,Petrol,Manual,15.6,1196,70.02,5,364000
19187,Maruti Celerio,Maruti,Celerio,5,29330,Dealer,Petrol,Automatic,23.1,998,67.04,5,451000
19188,Maruti Ciaz,Maruti,Ciaz,6,45000,Dealer,Diesel,Manual,28.09,1248,88.5,5,536000
19189,Jeep Wrangler,Jeep,Wrangler,2,32000,Dealer,Petrol,Automatic,9.5,3604,280,5,5600000
19190,Maruti Vitara,Maruti,Vitara,4,32000,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000
19191,Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
19192,Ford Figo,Ford,Figo,8,63000,Dealer,Diesel,Manual,20,1399,68.05,5,345000
19193,Maruti Ignis,Maruti,Ignis,3,5000,Individual,Petrol,Automatic,20.89,1197,81.8,5,570000
19194,Maruti Swift,Maruti,Swift,6,75000,Dealer,Diesel,Manual,25.2,1248,74,5,400000
19195,Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Individual,Petrol,Manual,20.85,1197,83.14,5,590000
19196,Maruti Alto,Maruti,Alto,8,50000,Individual,Petrol,Manual,22.74,796,47.3,5,280000
19197,Maruti Alto,Maruti,Alto,9,15000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
19198,Hyundai Verna,Hyundai,Verna,3,28000,Individual,Diesel,Manual,22,1582,126.2,5,1250000
19199,Hyundai Creta,Hyundai,Creta,4,40000,Individual,Diesel,Manual,19.67,1582,126.2,5,1250000
19200,Volkswagen Vento,Volkswagen,Vento,4,80000,Individual,Diesel,Manual,20.64,1498,108.49,5,900000
19201,Mahindra XUV500,Mahindra,XUV500,6,42561,Dealer,Diesel,Manual,16,2179,140,7,975000
19203,Maruti Swift Dzire,Maruti,Swift Dzire,5,70666,Dealer,Petrol,Manual,20.85,1197,83.14,5,630000
19205,Hyundai Creta,Hyundai,Creta,3,18000,Individual,Petrol,Manual,15.8,1591,121.3,5,1150000
19206,Tata Nexon,Tata,Nexon,3,43000,Dealer,Diesel,Manual,21.5,1497,108.5,5,895000
19207,Datsun RediGO,Datsun,RediGO,5,11169,Dealer,Petrol,Manual,22.7,799,53.64,5,250000
19208,Ford Ecosport,Ford,Ecosport,4,93456,Dealer,Diesel,Manual,22.77,1498,98.59,5,825000
19209,Mahindra XUV500,Mahindra,XUV500,6,90000,Individual,Diesel,Manual,15.1,2179,140,7,800000
19210,Renault KWID,Renault,KWID,4,15335,Dealer,Petrol,Manual,23.01,999,67,5,380000
19211,Hyundai Creta,Hyundai,Creta,4,40000,Individual,Diesel,Manual,21.38,1396,88.7,5,900000
19212,Maruti Eeco,Maruti,Eeco,4,55000,Individual,Petrol,Manual,15.37,1196,73,5,345000
19213,Hyundai Elantra,Hyundai,Elantra,6,68486,Dealer,Petrol,Automatic,14.5,1797,147.5,5,760000
19214,Renault KWID,Renault,KWID,4,25000,Dealer,Petrol,Manual,23.01,999,67,5,390000
19215,Toyota Innova,Toyota,Innova,13,176905,Dealer,Diesel,Manual,12.99,2494,100.6,7,510000
19216,Honda CR-V,Honda,CR-V,11,120000,Dealer,Petrol,Manual,11.1,2354,158.8,5,395000
19219,Hyundai i10,Hyundai,i10,8,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,400000
19221,Hyundai Santro,Hyundai,Santro,10,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5,275000
19222,Skoda Rapid,Skoda,Rapid,4,123000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,749000
19223,Ford Ecosport,Ford,Ecosport,1,90000,Individual,Diesel,Manual,21.7,1498,98.96,5,525000
19224,Hyundai Grand,Hyundai,Grand,8,71719,Dealer,Petrol,Manual,18.9,1197,82,5,230000
19225,Hyundai i20,Hyundai,i20,10,32241,Dealer,Diesel,Manual,21.9,1396,90,5,465000
